"season","departure_airport","weather_condition","cloud_type","jet_stream_region","arrival_congestion","aircraft_type","upholstery_style","engine_model","manufacturer_country","terminal_architecture","flight_distance","takeoff_weight","payload_weight","cruise_altitude","average_cruise_speed","headwind_tailwind_speed","taxi_out_time","airborne_time","outside_air_temperature","holding_time","ife_screens","seats_installed","checked_baggage_count","cabin_pressurization_setting","scheduled_arrival_buffer","departure_runways","meal_services","fuel_consumption"
"Summer","JFK","Storm","Cumulonimbus","Subtropical Jet","High","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",999.109325719107,71217.9438754764,13781.4316226654,31799.7011712076,443.012407943424,11.3732059060932,59.1502556451381,272.710443104759,-33.5941886189862,4.12664796734329,71,181.424584323836,91,7446.96967935517,39.6700633396812,8,1,5908.7283985967
"Spring","ATL","Rain","Cumulus","Weak Jet","High","A320","Standard Fabric","LEAP-1A","Consortium","Concrete Hub",622.023684308244,78701.1567497754,15037.8827955311,36771.8926168086,471.699477965027,31.6167702496334,14.836832883437,201.029014722611,-43.2665806199929,35.1946577671467,78,192.195835399876,103,7830.6572061307,25.0797343166179,3,1,3652.46220269814
"Summer","JFK","Storm","Cumulonimbus","Subtropical Jet","Moderate","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",774.043575478517,69564.6584065994,18411.3635905853,33272.2052647076,451.602308595161,-28.2096521687201,97.0009758186339,189.34240038925,-36.5690407768153,27.6199123985248,51,172.469660094662,122,7493.51832467305,20.6669817482677,2,0,5652.78991515043
"Winter","JFK","Snow","Cumulus","Polar Jet","High","B737","Leather","LEAP-1A","Consortium","Classic Terminal",764.409169673947,71653.696306592,13889.5479496277,35525.5591618191,465.46410546615,-2.24998873174024,15.3273457067742,102.65748392165,-66.0169047571032,0,81,149.530803286763,97,7085.39589505438,29.0261954620674,4,0,2675.82671268815
"Fall","JFK","Snow","Stratus","Polar Jet","Low","B787","Premium Fabric","GEnx","United States","Concrete Hub",2834.26524494942,178861.436633274,43997.0633068441,45489.4280191556,526.856326458191,59.5345736529035,45.9771393299925,461.950011988413,-65.8520610625184,45.2315704754821,179,269.605928535345,322,5253.06937541147,38.3130095630634,3,5,28492.2914665641
"Winter","ATL","Storm","Cumulonimbus","Polar Jet","Low","B737","Premium Fabric","CFM56","Consortium","Modern Glass",734.887051569601,63961.6675984225,9271.4480674433,34531.4071363299,461.276361350768,42.7894257157906,27.6046999494075,168.580597917392,-61.1021508096601,0,57,169.458687260792,68,7437.18248257485,16.2370731897594,4,1,2799.97475234713
"Winter","JFK","Snow","Stratus","Polar Jet","Low","B787","Premium Fabric","GEnx","United States","Concrete Hub",3366.48792843821,195776.166018528,52848.7457438856,45146.1293161442,528.309133504141,14.4829624020617,63.1091809995205,815.411655230221,-68.6061958869503,0,309,317.292056533967,539,5233.29894525946,19.914806106104,4,10,33936.2728192939
"Summer","ATL","Clear","Cumulonimbus","Weak Jet","Severe","A320","Standard Fabric","CFM56","Consortium","Classic Terminal",604.214302672815,68851.8020892309,17562.8997660962,32100.2096103093,443.546489891954,-16.2731878329546,36.8359259685622,179.547021270314,-36.4452287669649,80.8360906057187,55,162.483249223937,150,7406.92952234313,26.9629854383473,3,1,4104.56917721413
"Spring","JFK","Rain","Stratus","Polar Jet","High","A350","Lie-Flat Premium","Trent XWB","Consortium","Modern Glass",3124.67129409497,209433.823729567,41619.169925539,42594.7835111071,519.982484731524,104.071891874727,72.12019319647,505.33910169818,-53.7118088424516,83.8606111643083,193,248.359797233992,188,5130.75689303089,31.1289137834992,3,12,33135.1650739954
"Summer","ATL","Storm","Cumulonimbus","Subtropical Jet","Moderate","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",563.432953241389,84647.2397488633,21492.9812254875,33917.8914751009,439.639929163687,-15.9321509878358,30.1659501939709,64.9498085660693,-33.3648668644013,0,59,177.241212370283,208,7644.38494295213,10.4677225109656,4,0,2244.79003113592
"Winter","LAX","Rain","Stratus","Weak Jet","High","B737","Standard Fabric","LEAP-1A","France","Modern Glass",678.687534184901,75364.6492369279,16924.7956688172,34344.9566285637,478.337332885196,11.2217581174737,16.494932669324,127.07061071581,-45.7603262961157,21.6145505534173,62,182.005261714085,107,6923.27136184825,14.6246186616786,5,0,3833.01094510972
"Spring","JFK","Clear","Cirrus","Polar Jet","Low","B787","Premium Fabric","GEnx","United States","Classic Terminal",2586.30717872255,185302.712654983,49817.1301110811,43562.2403760845,507.304764290667,42.9766878412342,11.1780703559794,527.560871304787,-56.4873288996418,9.52275712160786,275,295.055643922078,367,5324.47852031651,34.4484197992439,5,8,19457.0503667921
"Summer","LAX","Clear","Stratus","Weak Jet","Moderate","A320","Standard Fabric","LEAP-1A","France","Modern Glass",588.314603672595,66151.5816638209,12477.3348545057,38171.2012267101,448.552965539445,25.5138287682853,27.6761150142102,84.399902893178,-34.1994127971201,0,58,166.05617550816,99,7536.3553033543,10.8198127229021,4,0,1657.25851901114
"Winter","ATL","Clear","Cirrus","Polar Jet","High","B737","Leather","CFM56","Consortium","Classic Terminal",866.9074510047,87553.5529754905,19596.5326703307,38555.2239487704,512.527112623937,107.457203535011,19.4730667159014,175.75241602428,-58.8173508115028,0,61,181.23866077908,174,7487.42390631489,17.600991407315,8,1,4267.04947702555
"Summer","ATL","Rain","Cumulonimbus","Subtropical Jet","Moderate","A320","Standard Fabric","CFM56","Consortium","Concrete Hub",852.654389422165,87735.3900614441,24551.7523046788,39664.4667491274,511.276389495833,-15.7896900236128,19.1941020656816,263.203856888595,-28.1973531157933,17.2744391448053,49,192.102619989013,177,8185.78708079083,11.9198066685165,7,1,6956.21539580911
"Spring","LAX","Clear","Cumulus","Subtropical Jet","High","A320","Standard Fabric","CFM56","Consortium","Modern Glass",485.653101119302,61659.9978727575,7545.45083488312,37602.7863529205,448.473337893617,24.7220584631014,42.2692373975276,57.3655812677841,-37.6164532315121,26.0911707319831,46,144.087361045341,47,7755.78620667231,8.94898259283317,4,0,1620.66633911109
"Winter","LAX","Clear","Cumulus","Polar Jet","Low","B787","Standard Fabric","GEnx","United States","Modern Glass",1902.84377765668,176799.546555539,42513.1586255636,45728.1979337488,549.798740341603,79.2798603993546,21.0895979306312,164.432988910955,-55.6100514125721,0,148,278.672657892573,247,5438.27872341251,3.29473134715398,3,2,10198.954772648
"Summer","ATL","Rain","Cumulonimbus","Polar Jet","Low","B787","Leather","GEnx","United States","Classic Terminal",1265.25909295552,174170.059875077,44897.6250071542,44342.3800042056,489.82989962234,12.5903297212335,19.2168842704222,109.975747618481,-46.2264990664566,0,239,259.73328473432,348,5355.13505105826,7.35828963440283,5,1,5490.21788944116
"Winter","ATL","Snow","Cumulus","Weak Jet","Low","B737","Leather","CFM56","Consortium","Concrete Hub",439.924770135151,75117.0112062667,12471.7045555176,33315.5035772366,455.231123513032,-21.2756665552014,23.5091401976477,115.612525598985,-57.1779958084196,0,63,166.160046749384,87,7285.58517751083,9.97565531746663,8,0,1884.78951966614
"Summer","JFK","Storm","Cumulonimbus","Subtropical Jet","Moderate","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",2910.0797051095,176656.245794566,36791.3879156416,44144.982664704,537.642945036394,15.7051293551302,75.8732977758309,539.101369117759,-38.762197662412,49.4195246725986,141,206.177233286954,238,4949.06710120418,23.1215478760666,4,7,38918.21469477
"Spring","JFK","Rain","Stratus","Polar Jet","High","B787","Premium Fabric","GEnx","United States","Modern Glass",1907.54775236544,170769.421135884,38093.0587547591,45119.7690007244,524.468542656175,60.7310899106805,4.08689591718453,201.720582091021,-56.9723236403419,30.0093712269074,192,252.534584170696,243,5331.26951434935,15.7214283790126,7,1,11556.0843618594
"Spring","LAX","Clear","Stratus","Weak Jet","Low","B787","Leather","GEnx","United States","Modern Glass",1505.89594944136,149763.959899576,41714.1724298886,42025.7220093778,508.818680051152,60.4676552445064,35.4749319848985,310.96937844937,-42.9657731710158,0,196,242.48647533377,300,4838.9931840616,5.53850640371327,1,1,9355.36634172492
"Fall","LAX","Rain","Cumulus","Weak Jet","Low","A320","Leather","LEAP-1A","France","Modern Glass",954.037300017388,91133.6018813761,22052.5388275342,38969.1612809595,492.214789390432,19.17244096735,13.3879052731938,299.870101383942,-43.3096193990454,0,113,208.394972099817,203,7693.78303436185,6.77157106554332,7,2,5125.92511589759
"Fall","JFK","Rain","Stratus","Polar Jet","High","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",3930.22031771477,226673.505873255,50144.0611817902,44838.1751468409,521.785643640075,89.5982109405186,80.5186424407615,789.881783927445,-56.464507383656,61.4018049927774,252,276.530580657949,358,5074.89926610518,47.6412370004859,4,14,48443.9388623899
"Winter","ATL","Snow","Stratus","No Significant Jet","Moderate","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",555.009527238265,77139.4557442208,23804.2376591692,34969.0249898069,461.807879382001,-5.06990694203758,12.0924752039911,213.067703554936,-52.5126735956531,8.65303120952408,72,185.078440771724,147,7602.73697705667,7.9872538665625,8,1,3556.30406946723
"Spring","LAX","Storm","Cumulonimbus","Weak Jet","Moderate","B737","Premium Fabric","CFM56","Consortium","Concrete Hub",847.193414204588,77761.6207845912,15163.9542590184,33529.8634240907,469.920247116926,-5.22578730102511,48.099921974845,221.099704130994,-46.6094019303848,0,75,188.500486407758,111,7134.94374733175,16.4532696939058,4,0,5100.07327507383
"Summer","ATL","Storm","Cumulonimbus","Weak Jet","High","A350","Premium Fabric","Trent XWB","United Kingdom","Concrete Hub",3139.54582219478,235352.067550363,58841.0633414729,42779.2569895156,508.602624994117,-38.3681720728336,68.1191528058244,1151.03470930586,-41.2537471526782,44.3217557693731,382,357.472784862996,621,5834.87276392133,19.3289546409868,5,14,56594.5694466953
"Spring","ATL","Snow","Stratus","Polar Jet","Low","B737","Leather","CFM56","Consortium","Classic Terminal",614.767962737011,78794.1295089862,18468.274833502,38231.8656745561,465.397159388537,80.3607089982627,28.6319634464444,99.1458254553888,-61.4432529159091,11.3553681445037,68,170.947716061766,132,7638.99114970402,10.2443445705325,2,1,2738.65630342982
"Winter","ATL","Snow","Cirrus","Polar Jet","Low","A320","Leather","CFM56","Consortium","Concrete Hub",709.737774433401,83319.6547650568,13763.2090673944,40691.2345368047,483.812719555014,12.7971621276778,11.2585452623607,210.833761087371,-66.0940135860765,0,79,179.910235047766,95,8436.91630122095,9.84665307549327,6,2,3019.56404220385
"Spring","ATL","Clear","Stratus","Polar Jet","Moderate","B787","Standard Fabric","GEnx","United States","Modern Glass",1915.7759184871,172129.026305593,47235.9322356207,43363.3542706356,506.605840563081,61.333455832694,10.8064687120975,324.679186698649,-53.2481356556872,0,157,287.865154885755,331,5372.4646327824,18.2989339945666,7,4,10326.4363816371
"Winter","LAX","Clear","Cumulus","Polar Jet","Moderate","B737","Leather","LEAP-1A","France","Concrete Hub",1395.22322048313,96800.6435613976,23093.3194893745,40886.4499536661,500.257361687778,45.5267047224404,25.231138091805,273.667921803111,-55.7954603412966,0,131,206.452318276605,192,7509.70354687802,31.0203931389195,7,4,7425.67373281121
"Spring","LAX","Storm","Cumulonimbus","Polar Jet","Moderate","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",2448.55852693265,218698.277779937,47024.4063295333,42659.9900215963,498.801289754258,82.1054885622227,59.2017398616501,185.111056781951,-53.60504545284,0,100,255.667173597506,275,4792.52363797735,29.6250446382263,2,2,13781.5057773162
"Spring","SEA","Rain","Stratus","Polar Jet","Moderate","B737","Premium Fabric","CFM56","United States","Modern Glass",1083.33119494003,79957.306993815,20292.6364186828,38847.6881713395,504.753855430719,4.44849593300622,20.8940081125184,222.321879395959,-58.9221138321422,5.42618603245834,98,188.27993831857,163,7376.73423407814,10.111525099683,2,1,6865.65007043867
"Spring","ATL","Storm","Stratus","Polar Jet","Moderate","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",705.319143532898,81429.2398701771,16161.6931483411,35953.3237682725,459.22293112166,40.6776481621494,31.7021908976675,142.748294824783,-56.9460203602022,12.1234066014455,79,187.858710778006,119,7640.32041983043,12.2133537900612,4,0,3863.16524627702
"Summer","ATL","Rain","Stratus","Weak Jet","Low","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Concrete Hub",1217.72901446347,197052.844745082,44593.8943157415,44111.9691715466,505.518965342899,-28.8484157421922,5.36374853570977,160.99115023309,-40.888709099552,1.80590924943225,101,238.481734836609,223,5047.14255491103,11.4368994465492,7,1,6431.21896363988
"Spring","LAX","Clear","Cumulus","Weak Jet","High","A320","Leather","CFM56","Consortium","Modern Glass",843.908616085238,89519.3334455398,18484.4963293811,37806.5511284361,455.633317370138,-9.54165550749941,41.4951050137931,220.249549810542,-42.1564919611498,27.1163645810938,88,193.534415909782,126,8023.07487129669,39.75820051486,6,1,5690.28376198032
"Summer","JFK","Rain","Stratus","No Significant Jet","High","B737","Standard Fabric","CFM56","Consortium","Modern Glass",1164.24263891004,88166.4105215925,23770.1200401851,39270.2252989103,477.932189050862,22.8705874843942,112.544541889791,432.280656982676,-38.7363700584495,0,86,203.052220064252,170,7903.54231855609,52.7803692924925,4,2,9405.75244275244
"Summer","ATL","Snow","Stratus","Polar Jet","High","A320","Premium Fabric","LEAP-1A","Consortium","Concrete Hub",763.543294472845,82216.3875923639,17265.6992110952,41287.9639193323,493.76965102808,19.0193929962091,62.7486120630361,145.411264255134,-53.7059723319506,34.6978324332879,61,184.307152054259,133,7952.63698266439,7.39761449175103,1,1,5041.05213907299
"Winter","JFK","Snow","Stratus","Polar Jet","Low","A320","Leather","CFM56","Consortium","Modern Glass",815.021490814931,80776.6570397469,11931.2722348114,38344.5776476442,465.913648148497,50.8251514906163,23.3984348560508,210.512443800879,-70.46668287895,0,109,170.61396185994,98,8041.71878014612,10.7547624126421,2,2,3203.2825198127
"Spring","JFK","Snow","Cumulus","Polar Jet","High","B787","Lie-Flat Premium","GEnx","United States","Modern Glass",2699.80680965518,182714.244832535,37665.2859240934,40670.8480090218,492.472030018618,57.9819495915332,57.5224752335681,366.047791259315,-62.1720007100838,17.5359041486326,117,206.342990187465,231,4843.4135784613,77.4904939513077,5,5,22574.8888127871
"Fall","JFK","Rain","Stratus","Polar Jet","Severe","A320","Premium Fabric","CFM56","Consortium","Modern Glass",1013.67698851156,77968.6350986884,15252.6837690875,38757.0066169073,494.488134610409,38.6613512939564,51.8715967196432,245.009088974281,-60.1025944178085,64.5483367456476,73,169.236014870782,111,7841.75161059513,14.7439272389118,4,1,7880.82254904604
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","Severe","B737","Premium Fabric","CFM56","Consortium","Modern Glass",1729.0601310918,103951.904976118,23994.1694439837,36648.3690543279,463.27922247771,8.89756837519153,150.108997344424,527.420208709558,-31.8801408057541,92.3445724023871,100,218.993474420345,229,7571.46127962932,99.6455222834249,6,1,23341.8410103717
"Fall","JFK","Storm","Cumulonimbus","No Significant Jet","High","A320","Premium Fabric","CFM56","Consortium","Classic Terminal",741.178182665947,79953.2180098725,19774.2878247857,31071.971027731,456.676236739761,-7.82517143881485,105.34068181389,238.501083473609,-48.8823098081834,52.0808449006762,68,172.372212326235,119,7377.5035533556,29.662047964286,3,1,7131.19743577071
"Summer","ATL","Storm","Cumulonimbus","Weak Jet","Low","A320","Leather","CFM56","Consortium","Concrete Hub",469.386545917169,69964.267360138,13446.0296756558,33887.6508371549,441.136209072435,-16.3690406277454,32.2271496954309,163.85437653433,-38.6717941131988,0,51,140.81608357289,111,7569.7313289562,13.3019800467611,5,0,2101.12276643308
"Spring","ATL","Clear","Cumulonimbus","Polar Jet","Moderate","A320","Premium Fabric","CFM56","Consortium","Classic Terminal",809.572969650473,82333.0539142939,19392.6444385149,38461.6415891251,465.437311006523,99.1775610700932,9.87440946320275,216.185406708682,-57.4394552980268,0,61,183.256201764889,153,7858.75267190245,25.2068116033798,6,2,2926.76017780611
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","High","A320","Premium Fabric","CFM56","Consortium","Classic Terminal",685.610244982528,81118.762654226,19264.2592545135,33488.484181053,445.141382989006,-60.0241919131359,39.8870969561964,118.654294376406,-38.3407824472627,36.2420052622019,52,158.491690792977,155,7695.10074232383,15.1673715078323,3,0,4591.52181715613
"Summer","LAX","Storm","Cumulonimbus","Subtropical Jet","High","B737","Leather","CFM56","Consortium","Classic Terminal",900.85271951997,87723.3336852029,19305.0337250712,34433.7735296078,425.321798677294,-17.0061924027699,68.4322532671677,110.159845750667,-28.4656925195119,63.5243086800523,83,191.220475496864,171,7427.73689741271,25.4196120629195,6,0,5762.41833011527
