quarter,day,holiday,category,parent,brand,supplier,fulfillment,prime,labor_regime,comp_shortage,package_quality,visibility,price,discount_pct,ad_spend,avg_rating,num_reviews,historical_sales,inventory_level,shipping_time,competitor_price_diff,page_views,manufacturing_cost,vendor_funding,marketing_budget,product_age,time_on_platform,warehouse_capacity,distance_to_customer,labor_level,search_rank,packaging_quality,weekly_demand
Q4-Holiday,Wed,0,Beauty,Generic,PenguinClassics,Publisher,MerchantFulfilled,0,Medium,0,Premium,LowVisibility,12.66806483,13.72028398,0.289048366,5,3,1,300,1,3.8,0,7.624698844,0.23775472,2.090119107,156,484,300,367,1.81,1,100,511
Q3,Thu,0,Beauty,AmazonBasics,Kindle,Importer,FBA,1,High,0,Poor,Top20,20.2200305,22.0902415,0.955062555,4,49,28,210,2,-5.1,2,3.221354734,0.108885716,13.52313889,80,190,502,138,2.71,7.7,49.7,6074
Q3,Sat,0,Grocery,Generic,Nescafe,Publisher,FBA,1,Medium,0,Standard,LowVisibility,1.368034953,62.7533903,0.206917505,4.3,0,23,2098,0.5,0.8,0,0.89803431,0.123318819,1.875924945,143,143,2098,90,2.27,1,38.8,2796
Q4-Holiday,Sat,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,16446.42117,13.11091646,636.7093906,5,2366,2103,116,0.5,-32.5,1279,2484.609619,401.9122808,12516.33824,2,2,275,145,4.11,96.1,100,2644309
Q4-Holiday,Sat,0,Toys,Generic,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,Peak,1,Poor,Top20,7.28724233,80.30323259,1.629930587,3.4,14,21,247,2,-20.3,0,1.464166201,1.198506959,16.41992272,59,171,253,716,3.51,1,0,9461
Q4-Holiday,Thu,0,Electronics,Penguin,PenguinClassics,ManufacturerDirect,FBA,1,Medium,0,Standard,Top5,43.7636072,27.95865525,2.455094503,4,72,1,3912,0.5,-18.3,1,17.51645988,1.950364519,14.3496179,11,11,3912,81,3.32,25.6,71.2,7553
Q2,Wed,0,Grocery,Loreal,Nescafe,WholesaleAggregator,FBA,1,Medium,0,Standard,Top100,2.00984262,37.0185931,0.30694915,4.3,1,7,687,0.5,-1.9,1,0.855911137,0.134228524,7.751800417,51,64,1623,24,2.08,18.1,60,4170
Q4-Holiday,Wed,0,Home,Generic,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,236.3760641,14.91151975,5.356880451,5,26,17,438,0.5,-5.4,4,52.94232405,3.246237882,24.33910211,9,12,438,149,3.66,53.6,100,20296
Q3,Tue,0,SportsOutdoor,PG,AmazonBasics,Publisher,MerchantFulfilled,0,High,1,Premium,LowVisibility,32.82207735,73.39792631,1.01151574,4.3,2,2,216,2,-16.4,0,16.01075649,0.464868832,9.905985442,647,647,216,425,1.75,1,83.4,1032
Q1,Wed,0,SportsOutdoor,Generic,AmazonBasics,Importer,FBA,1,Low,0,Good,LowVisibility,23.723098,35.03972433,0.963013,4.4,5,4,870,2,0.9,0,3.765798392,0.56944681,5.997733197,45,92,870,357,0.87,1,58.5,334
Q3,Wed,0,Home,Generic,PenguinClassics,Publisher,FBA,1,Medium,0,Good,Top20,16.23595783,37.0821656,0.549809921,4.7,13,10,399,0.5,-12,0,2.668736789,0.449768156,3.685867315,83,157,399,81,1.83,9.2,69.3,1846
Q4-Holiday,Wed,1,Toys,Sony,PlayStation,MarketplaceSeller,FBA,1,High,0,Good,Top5,226.038436,74.61998003,79.23363838,4.8,311,366,286,1,-13.5,13,29.92715226,50.00746164,564.2670655,6,6,450,320,5,49,100,457310
Q3,Wed,0,Beauty,Generic,NikeRunning,AuthorizedDistributor,FBA,0,Low,0,Premium,LowVisibility,46.57946873,31.90341716,1.279844674,4.5,0,0,1180,1,-3.3,0,8.55092443,0.825347512,6.787414313,8,19,1180,177,1.14,1,100,915
Q1,Sun,1,Toys,Nestle,NikeRunning,Importer,MerchantFulfilled,0,Low,0,Good,Top5,29.99309661,65.83559343,21.79804529,4.4,72,31,3786,4,-2.5,3,6.197162397,4.673693513,110.4041746,39,48,3786,7221,1.99,38.8,78.5,897000
Q1,Mon,0,Beauty,Generic,PlayStation,Publisher,FBA,1,Medium,0,Premium,Top5,126.8989943,56.15201793,9.951991827,4.4,14,28,1587,0.5,-19.7,4,5.235211204,1.199469091,31.96649823,36,144,1587,140,1.53,40.8,100,27346
Q3,Thu,0,Electronics,PG,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top20,1580.182045,17.39283001,16.5499661,5,109,13,1481,0.5,-20.7,5,363.7235979,8.434430957,130.2947692,3,4,1481,301,2.7,46.8,100,3246
Q4-Holiday,Wed,0,SportsOutdoor,Generic,SonyAudio,WholesaleAggregator,FBA,1,Peak,0,Poor,Top100,38.75363097,30.16743674,0.389802131,4.7,5,11,679,1,0.8,0,21.84866692,0.18227409,7.142160064,28,50,679,237,4.26,1,50.6,1028
Q3,Sat,0,Clothing,Samsung,Galaxy,MarketplaceSeller,FBA,1,Medium,0,Poor,LowVisibility,92.5433037,30.82273956,2.556175671,3.6,5,10,143,1,-2.7,0,11.76312056,1.881327611,12.76543087,27,27,143,683,2.06,1,34.8,99
Q3,Wed,1,Grocery,Generic,NikeRunning,WholesaleAggregator,FBA,1,High,0,Good,Top20,14.78393734,68.66759546,3.673801513,4.8,13,38,4267,0.5,-7.3,2,4.054122111,2.081180053,34.17872594,17,40,4267,98,3.91,39,81.2,258083
Q1,Wed,0,Clothing,Nike,NikeRunning,MarketplaceSeller,FBA,1,Medium,0,Good,Top20,96.3063477,39.33050076,4.697618115,5,22,9,557,1,9.8,2,16.14239604,0.891446507,18.20331134,128,291,557,222,1.42,21.7,93.4,3752
Q3,Sun,0,Home,Generic,Kindle,WholesaleAggregator,MerchantFulfilled,0,High,0,Poor,Top100,18.38320151,15.55331447,0.385163694,3.9,6,1,176,4,-7.8,0,5.834495175,0.229315201,1.445188693,52,85,238,315,2.09,1,28.3,87
Q2,Wed,0,Books,Generic,HasbroGaming,Publisher,FBA,1,Medium,0,Standard,LowVisibility,5.460112866,38.66525578,0.202666944,4.7,3,1,215,0.5,-10.7,0,2.684544506,0.106202866,2.322622921,173,374,424,171,1.49,1,57.7,3419
Q4-Holiday,Wed,0,Toys,Samsung,AmazonBasics,MarketplaceSeller,FBA,1,Peak,0,Poor,Top20,20.08360138,77.4293321,5.759795901,3.5,35,14,1609,1,-16.5,3,2.107008074,3.22162235,79.53296979,45,59,1609,151,4.3,14.6,14.4,20890
Q3,Mon,1,Electronics,Generic,Galaxy,ManufacturerDirect,FBA,1,High,1,Good,Top5,918.1541161,88.72738012,164.5265473,4.7,267,3308,770,1,-26.7,700,179.7652179,31.04880871,2479.253215,4,8,770,109,3.98,85.2,100,12112883
Q1,Tue,0,Toys,Hasbro,LorealParis,WholesaleAggregator,FBA,1,High,1,Standard,Top5,22.87002086,37.71456425,5.110142244,4.5,26,42,567,1,-10.1,4,8.079374059,2.348816458,61.5730917,19,19,2193,126,2.59,50.5,71.7,283138
Q4-Holiday,Tue,0,Books,Generic,GenericBrand,Publisher,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,3.293675702,12.06412202,0.031362203,3.6,1,0,625,1,-0.3,0,0.577568679,0.023324987,0.074678414,140,305,625,247,1.74,1,17.3,206
Q2,Wed,0,Home,AmazonBasics,Galaxy,ManufacturerDirect,FBA,1,Low,0,Standard,Top20,67.36815841,28.13685379,1.486500539,4.3,3,0,407,0.5,-13.5,0,28.69924712,0.259393879,15.83242752,5,8,408,163,1.08,14.5,85,963
Q1,Wed,0,Grocery,Generic,Kindle,Importer,FBA,1,Medium,0,Good,Top100,8.890546156,22.24662253,0.39688168,4.9,1,13,522,1,3.3,1,3.567778645,0.340619039,2.731260183,16,26,522,105,1.79,1,67.4,3591
Q2,Sun,0,Clothing,Generic,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top20,156.2252906,20.25251291,5.515348595,4.7,170,26,497,0.5,-1,1,73.96646563,1.420005728,22.89384453,38,38,1132,243,2.52,40.3,100,1859
Q3,Sun,0,SportsOutdoor,Samsung,Kindle,Publisher,FBA,1,High,0,Standard,Top100,135.1515679,59.00670877,4.391883067,4.8,28,1,191,1,-17.3,1,6.88926832,2.249713635,12.37015981,300,300,332,173,2.57,20.7,79.9,809
Q1,Sun,0,Home,Penguin,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top100,71.8442761,20.59205919,0.912840227,4.5,20,11,498,0.5,-7.8,0,30.99714059,0.168531199,6.836123262,41,53,553,340,0.94,13.4,100,189
Q2,Thu,0,Home,Samsung,Galaxy,WholesaleAggregator,FBA,1,Low,0,Good,Top100,210.1992458,6.474879302,1.413813604,4.6,6,7,311,1,-4.8,0,19.38916926,0.963524015,7.833934102,6,14,311,386,1.11,1,94.9,110
Q4-Holiday,Mon,0,Toys,Sony,Kindle,Importer,FBA,1,Low,1,Standard,Top20,50.26716442,54.57923501,7.190487065,4.4,60,29,191,1,-16.8,1,5.496225662,1.955391227,46.5631934,10,19,191,778,2.81,13.4,73.9,10488
Q2,Sat,0,Home,Samsung,Galaxy,Publisher,FBA,0,Low,0,Good,Top20,221.1019109,75.67072536,6.481805328,4.6,10,8,269,1,-16.5,1,17.31636612,3.378400306,23.05334168,14,18,269,218,0.87,15.6,83.6,2159
Q3,Mon,0,Grocery,Sony,PlayStation,AuthorizedDistributor,FBA,1,High,1,Good,Top5,68.4732542,49.49063575,7.196018472,4.9,41,182,1348,0.5,-17.8,32,43.8297718,4.868158135,98.19370292,4,6,1348,58,3.06,67.1,100,740653
Q2,Mon,0,Beauty,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,3.53582331,19.29849558,0.154037902,3.6,2,2,81,3,-0.5,0,0.682542951,0.13040648,1.141814501,41,148,81,589,0.92,1,14.5,253
Q4-Holiday,Wed,0,Toys,Generic,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,137.9072553,24.27428661,7.178993179,4.6,85,8,346,0.5,-16.9,5,27.53331087,1.351680783,84.85349238,6,7,346,119,3.95,60.2,100,80128
Q3,Fri,0,Electronics,Generic,Galaxy,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,1115.793585,10.31164156,55.31728695,5,223,70,2319,0.5,-9.4,25,198.1441938,29.41887027,190.9584671,19,23,2319,850,2.28,55.8,100,1901
Q2,Tue,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top100,2.097803923,28.49030834,0.121074375,5,58,6,290,0.5,-20.5,0,0.544994875,0.077019749,0.644386384,5078,5078,778,26,2.06,8.9,66.3,8570
Q1,Wed,0,SportsOutdoor,PG,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,20.99294876,11.86979976,0.109253042,3.7,2,0,29,4,12,0,12.30147237,0.020658152,0.637783552,665,665,34,2050,0.63,1,10,13
Q4-Holiday,Sat,0,SportsOutdoor,Generic,PlayStation,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,Top5,131.1264329,18.06321971,1.920922921,3.7,5,10,397,3,-5.1,0,29.86235432,0.237498216,9.336500618,218,218,397,942,2.75,5.2,34.5,104
Q2,Fri,0,Books,Nestle,Nescafe,Publisher,FBA,1,High,1,Standard,Top100,1.227581633,30.12581792,0.210095406,4.9,7,7,2637,0.5,-13.9,0,0.729388279,0.094747124,2.753572658,347,847,11739,116,2.13,15.3,54.9,43022
Q1,Thu,0,Home,Hasbro,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top20,13.15102324,50.55164649,0.882159845,4.7,6,6,2310,0.5,-8.8,1,5.447573281,0.264471638,12.48925415,102,102,2310,334,0.66,10.6,67.7,6196
Q4-Holiday,Sun,0,Home,Generic,Galaxy,Publisher,FBA,1,High,0,Standard,LowVisibility,65.65654734,36.96300997,0.808309661,4.7,38,2,76,1,2.1,0,13.47266218,0.495746466,4.030851037,107,111,158,285,3.49,1,85.7,695
Q1,Sat,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Standard,Top20,2.337349887,14.82069553,0.092898932,4.4,4,8,1875,0.5,-11.6,0,0.435847897,0.051544454,0.56166986,378,943,13142,378,2.66,1,51.9,2251
Q4-Holiday,Thu,0,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Poor,LowVisibility,8.495058415,20.64939879,0.545680489,3.9,1,0,408,2,6.8,0,3.026467744,0.476934473,1.575994472,97,214,408,1234,3.14,1,7.3,169
Q2,Thu,0,Toys,Generic,SonyAudio,Importer,MerchantFulfilled,0,Low,0,Premium,LowVisibility,17.39752455,12.2399183,0.353892402,4.5,1,0,64,6,-1.5,0,4.960971366,0.064903792,1.181073446,16,20,64,6453,0.65,1,85.9,68
Q2,Wed,0,Home,PG,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,202.597342,22.12184291,4.568118061,4.8,19,34,521,0.5,-10.6,1,74.34823835,1.916199321,71.30834617,2,10,940,520,1.81,28.6,100,3168
Q1,Sat,0,Toys,Generic,SonyAudio,Importer,FBA,1,Low,0,Poor,LowVisibility,12.56609684,14.13414953,0.493834746,4.6,1,1,718,1,9.4,0,8.738036191,0.271092522,4.092009682,68,124,718,394,1.28,1,49.6,1497
Q4-Holiday,Tue,0,Toys,PG,NikeRunning,MarketplaceSeller,FBA,1,High,1,Good,Top5,48.62339502,46.07825611,5.304564323,4.6,5,13,286,1,-4.7,2,3.135357857,2.942814043,24.68249999,130,130,687,231,3.91,36.6,63.9,33597
Q4-Holiday,Sun,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,14102.13032,13.280329,986.2433997,5,2232,467,222,0.5,-22.9,238,2079.549648,247.5775594,10342.08382,2,5,264,131,4.03,86.3,100,1091542
Q4-Holiday,Fri,1,Toys,Nestle,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Peak,1,Good,Top5,30.54150829,70.14985925,14.86807679,4.6,71,71,4209,1,0.3,8,7.731870655,7.832252495,83.79469158,9,46,4933,1479,4.6,43.9,74.7,375764
Q4-Holiday,Sun,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Standard,Top100,2.069864133,64.2462042,0.198131601,4.9,53,16,4390,0.5,-18.4,0,0.748192886,0.090433909,2.303617612,1995,3895,5239,82,3.56,7.9,53.2,5946
Q4-Holiday,Thu,0,Grocery,Generic,SonyAudio,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,Top5,6.058347198,17.00978284,0.309148876,4.3,2,0,598,3,3.1,0,1.087351886,0.073958779,1.508479433,18,18,598,352,2.81,1,58.6,800
Q4-Holiday,Wed,0,Electronics,Apple,SonyAudio,ManufacturerDirect,SellerFulfilledPrime,1,High,0,Good,Top20,1188.686119,20.84118797,22.30140746,4.8,50,8,1235,0.5,-21,3,945.3123736,16.8904288,211.1940457,10,10,1235,843,2.97,45.1,100,2721
Q3,Wed,0,Toys,Penguin,PenguinClassics,Publisher,MerchantFulfilled,0,Low,1,Good,Top100,4.563743911,50.82664489,0.677264196,4.5,11,1,150,2,-13.2,0,1.380664949,0.501531424,6.659844703,34,42,150,215,0.83,1,71,3390
Q4-Holiday,Sun,1,Beauty,Hasbro,LorealParis,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Good,LowVisibility,17.22034557,61.2915042,4.999373993,4.8,9,10,741,2,6.6,0,5.086799671,1.296692926,55.86024329,60,60,741,450,3.89,1,89.9,3108
Q1,Fri,0,SportsOutdoor,Loreal,HasbroGaming,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,20.24424983,38.2911827,1.086657004,3.1,1,1,140,6,4.7,0,5.993200652,0.296575674,9.708253737,124,248,140,885,0.63,1,21.7,32
Q4-Holiday,Tue,1,Toys,Hasbro,Nescafe,WholesaleAggregator,MerchantFulfilled,1,Peak,1,Premium,Top5,14.57813037,81.06153147,28.65159499,4.6,110,471,4321,1,-6.8,25,4.018327171,20.41595822,516.6235546,45,45,4321,163,4.96,57.3,95.3,39543513
Q4-Holiday,Wed,0,Toys,AmazonBasics,Nescafe,WholesaleAggregator,SellerFulfilledPrime,1,High,0,Standard,LowVisibility,2.862308734,53.66166072,0.627944402,3.5,5,2,687,1,-6.4,0,1.61124097,0.557347911,7.583839794,25,39,974,166,3.09,1,51,2539
Q4-Holiday,Fri,1,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,1,Good,Top100,2.35529999,50.99127503,0.194749291,4.5,14,2,854,1,-13.8,1,0.664871567,0.04566986,2.008223704,296,1978,1475,63,4.76,7,52.9,9803
Q4-Holiday,Fri,1,Home,Nestle,Kindle,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Poor,Top100,9.506871345,36.96272293,0.495667021,3.2,2,0,66,5,-1.5,0,2.449431464,0.281247221,3.077995783,101,101,66,760,3.6,1,11.8,33
Q1,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Standard,Top100,1.861307115,41.21626606,0.117052987,4.9,25,8,902,0.5,-9.3,0,0.649125071,0.088907518,0.59992601,837,1826,902,36,0.64,1,59,13121
Q4-Holiday,Sat,0,Clothing,Nike,NikeRunning,Publisher,FBA,1,High,0,Good,LowVisibility,56.30919624,34.15865984,1.531440865,4.3,5,0,244,0.5,3,0,10.05666356,0.796603618,6.841829069,19,26,293,145,3.58,1,83.5,268
Q4-Holiday,Fri,0,Grocery,Nestle,Kindle,IndependentArtisan,MerchantFulfilled,0,High,0,Good,Top100,2.984670128,61.07509339,0.284450647,4.1,0,5,138,12,-4,0,1.881142481,0.090054001,1.461868498,154,154,138,356,2.56,1,54.8,123
Q4-Holiday,Sun,1,Toys,Penguin,PenguinClassics,Publisher,SellerFulfilledPrime,1,Medium,1,Good,Top5,12.30323174,73.06972021,8.450568753,4.8,110,61,1855,1,-11.3,7,2.531244382,4.871743986,81.39474265,89,401,2087,154,3.94,42.1,74.9,13358664
Q3,Sat,0,SportsOutdoor,Generic,Kindle,ManufacturerDirect,FBA,1,Low,0,Standard,Top100,65.31772136,64.91944639,3.318947973,4.8,3,3,231,1,-14.7,2,14.44127667,0.893185868,74.17597166,151,174,231,145,1.58,34.6,100,3388
Q2,Sat,0,Beauty,Generic,HasbroGaming,Importer,FBA,1,Low,0,Poor,Top20,17.70314393,72.43005055,1.654914911,4.4,4,19,829,1,5.6,1,6.484575464,1.30132615,23.72239202,72,216,829,1507,1.44,12.4,50.4,5357
Q2,Wed,0,SportsOutdoor,Nestle,LorealParis,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,11.65172739,43.39611228,0.719925266,3.7,1,1,137,4,0.6,0,4.143661259,0.405312891,4.063893217,59,145,137,669,0.88,1,7,101
Q3,Wed,0,Home,PG,Galaxy,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,Top100,56.03990309,15.95232577,0.884601404,4.2,3,2,44,2,-6.7,0,10.92272546,0.408125208,2.603211872,67,101,44,1234,1.66,1,53.1,32
Q4-Holiday,Mon,0,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,High,0,Poor,LowVisibility,9.632029697,50.46072598,1.544815199,3.3,8,0,459,1,1,0,2.260958013,1.193263171,13.66202795,79,133,459,3092,2.67,1,14.9,1038
Q1,Sat,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,High,0,Good,LowVisibility,857.3220753,25.01455232,10.63075894,4.4,49,32,2393,0.5,-25.6,1,184.7450445,2.600200837,133.7130606,2,4,2393,1655,2.26,16.7,100,590
Q4-Holiday,Mon,1,Toys,Loreal,Kindle,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Standard,Top100,23.10860175,67.53200011,9.037809918,4.5,44,41,1069,5,5.5,1,13.56645019,7.797717946,42.52686067,62,65,1069,666,4.33,1,63.8,37108
Q3,Sun,0,Home,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,9.836402086,10.11095639,0.060561654,3.1,0,0,23,7,-3,0,1.460822666,0.008403922,0.35806961,132,132,23,412,1.82,1,0,9
Q1,Mon,0,Grocery,Generic,AmazonBasics,ManufacturerDirect,FBA,1,Low,0,Premium,LowVisibility,4.726123351,53.65271406,0.987524347,4.4,4,8,9446,0.5,-11.3,1,1.923939958,0.446409017,10.04436215,32,76,9446,80,1.08,4.7,74.3,42002
Q2,Thu,0,Electronics,Apple,iPhone,ManufacturerDirect,FBA,1,Low,0,Premium,Top5,17096.31395,6.111930213,647.5318659,5,1469,467,189,0.5,-19.1,106,7760.194429,226.1290018,9858.240954,2,4,374,130,1.37,82,100,82923
Q1,Sat,0,Beauty,Generic,PenguinClassics,Publisher,SellerFulfilledPrime,1,Low,0,Standard,Top100,7.95617396,26.40798602,0.44318684,4.4,6,1,61,1,-7.5,0,0.605937875,0.176566961,1.198776662,150,249,77,43,0.53,1,54.1,1730
Q2,Tue,0,Beauty,Generic,Nescafe,Importer,FBA,1,High,0,Standard,Top100,7.577534447,26.18714161,0.805820366,4.2,16,6,453,1,-4.3,0,2.998605869,0.083325962,5.305307426,22,62,453,93,2.35,1,84.9,1185
Q4-Holiday,Fri,0,Toys,Generic,Nescafe,AuthorizedDistributor,FBA,1,High,1,Poor,Top20,5.006802485,39.73283548,0.448683615,3.9,7,46,19039,0.5,-0.9,2,1.113519706,0.183059264,11.15293151,160,220,19039,515,3.92,34.4,43,64556
Q2,Sat,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,17146.46357,5.497399556,702.4113585,5,1526,3764,47,0.5,-34.4,1178,3793.824095,306.9315289,12525.38553,3,4,234,95,2.8,98.3,100,859555
Q2,Thu,0,Home,Generic,iPhone,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,515.4641024,22.44117733,32.47487893,5,42,43,142,0.5,-11,31,174.6431779,7.7752503,246.7341637,2,11,142,153,1.81,69.4,100,105212
Q3,Wed,0,Toys,Hasbro,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,High,1,Poor,LowVisibility,4.198484802,84.42107271,1.963336011,3.1,2,2,141,5,-6.7,1,1.466045151,0.46867903,14.99857289,77,136,141,339,2,1,5.5,2892
Q1,Wed,0,Electronics,Samsung,PenguinClassics,Publisher,FBA,1,Low,0,Good,LowVisibility,120.1526969,40.3628392,2.157271717,4.7,51,4,612,1,-6.7,0,30.04544109,1.67330972,17.32258332,36,37,612,82,0.74,1,89.4,925
Q4-Holiday,Sun,1,Grocery,Generic,PenguinClassics,Publisher,MerchantFulfilled,0,Peak,0,Premium,Top100,2.800661576,16.67832364,0.342708267,4.1,4,4,948,2,2.6,0,0.654321898,0.166767849,1.599143713,642,866,1005,152,4.31,1,62.9,1392
Q3,Sat,0,Beauty,AmazonBasics,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,7.554624774,38.35727151,0.264209566,3.2,2,5,521,3,-3.7,0,1.69424842,0.147981937,0.999269043,59,64,521,482,0.77,1,4.4,161
Q2,Wed,0,SportsOutdoor,Generic,AmazonBasics,Importer,MerchantFulfilled,0,Low,0,Poor,Top100,14.44379499,11.26570696,0.333063167,3,1,0,26,17,-1.8,0,3.73142817,0.262998216,0.962479614,150,150,32,1231,0.47,1,10.4,3
Q3,Sun,0,Home,PG,Galaxy,Importer,FBA,1,Medium,0,Standard,LowVisibility,71.13901241,43.93105221,1.728213685,4.6,14,13,359,1,-13.1,0,21.39520945,0.508104804,10.8800259,80,107,359,1885,2.15,1,89.5,143
Q4-Holiday,Tue,0,Toys,Generic,PenguinClassics,Publisher,FBA,1,Peak,1,Premium,LowVisibility,8.944421808,54.80323543,0.895554065,4.8,23,7,209,0.5,-14.5,0,1.792653407,0.303450707,3.782431581,29,59,293,46,4.25,1,89.9,21828
Q4-Holiday,Wed,0,Toys,Penguin,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,4.537935863,63.68004456,0.425763347,3.5,0,0,453,3,-0.2,0,0.834784487,0.360014191,1.021818088,98,100,453,636,2.55,1,3.2,277
Q4-Holiday,Sat,0,Grocery,Generic,NikeRunning,AuthorizedDistributor,FBA,1,High,0,Good,Top20,13.71731194,49.71132236,0.850313607,4.5,7,29,1536,0.5,-5.1,1,4.047203247,0.618132841,6.293014359,48,48,1536,317,4.08,23.6,77.9,62768
Q4-Holiday,Mon,0,Toys,Penguin,PenguinClassics,Publisher,MerchantFulfilled,0,Peak,1,Good,Top5,6.26075779,58.83375083,0.855111849,4.3,60,24,404,1,-18.7,1,0.99811648,0.555895215,9.433595826,137,267,464,319,3.4,15.9,54.6,67066
Q1,Sat,0,Clothing,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Poor,Top5,9.367686596,25.94220461,1.109313402,4.2,29,17,1449,0.5,-1.6,2,3.893767059,0.113059143,7.711448901,182,413,1449,75,1.07,26.2,49.5,31148
Q3,Sun,0,Clothing,Nike,NikeRunning,Importer,FBA,1,High,0,Good,Top100,71.61676151,34.68810859,2.252916656,4.8,6,1,362,0.5,-6.1,0,23.15577513,0.836510384,13.39806954,23,113,362,456,2.81,1,92.6,95
Q2,Fri,0,Electronics,Samsung,Galaxy,ManufacturerDirect,FBA,1,High,0,Premium,Top5,2201.041301,52.36718479,90.44977251,5,150,369,4652,0.5,-15.1,30,450.3494191,73.9622124,602.7946563,5,19,4652,87,2.54,73.9,100,119367
Q4-Holiday,Thu,1,SportsOutdoor,Hasbro,LorealParis,MarketplaceSeller,MerchantFulfilled,0,Peak,1,Poor,Top20,27.66064966,45.92136851,2.528054001,3.7,18,3,21,14,-0.3,0,6.995129186,1.14314516,79.38332547,43,43,40,275,3.83,1,44.1,64
Q3,Sat,0,Clothing,Nike,NikeRunning,WholesaleAggregator,FBA,1,High,0,Good,LowVisibility,56.73132464,54.28671082,2.710201567,4.8,5,3,4492,0.5,-0.1,1,14.31487541,1.889330816,16.39378802,211,211,4492,301,2.83,1,83.4,529
Q1,Thu,0,Grocery,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,17.00217986,56.01180209,0.598920241,3.7,0,1,80,6,-4.4,0,2.963356019,0.245540289,4.548604122,47,72,80,163,0.26,1,11.3,224
Q4-Holiday,Sat,0,Toys,Generic,LorealParis,AuthorizedDistributor,FBA,1,High,0,Standard,Top5,26.52304889,31.80513657,5.250030813,4.5,2,25,316,0.5,-14.9,2,8.649799213,1.334808491,78.28188013,25,29,316,159,4.15,34.3,94.8,20207
Q1,Thu,0,Toys,Loreal,Nescafe,MarketplaceSeller,MerchantFulfilled,1,Low,0,Good,LowVisibility,5.099883274,38.64683859,0.456732583,3.9,5,3,172,3,5.9,0,1.426918013,0.358604216,2.155674769,17,43,172,334,0.33,1,52.5,650
Q4-Holiday,Thu,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Standard,Top100,1.768892045,61.91336429,0.14307896,4.3,22,8,7409,0.5,-0.5,0,0.530283495,0.08317627,1.083300009,1446,3175,7409,163,3.95,7.6,53.5,10271
Q3,Thu,0,Clothing,Generic,NikeRunning,ManufacturerDirect,MerchantFulfilled,0,High,0,Standard,LowVisibility,23.89013155,11.92312573,0.262437408,4.6,1,0,10,6,-2.3,0,8.978599909,0.053642307,2.737921514,116,116,10,178,1.87,1,73.4,12
Q4-Holiday,Sat,0,Toys,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,High,1,Good,Top100,27.49967904,77.63281985,3.05173677,4.5,10,0,165,2,-19,0,6.491931082,1.398451205,32.6529355,63,63,232,638,2.85,1,52.6,8390
